station_id,station_name,chain,address,city,region,country,fuel_type,price_eur_l,last_updated
LT0112,Neste Kėdainiai,Neste,Studentų pl. 132,Kėdainiai,Kauno apskritis,Lithuania,LPG,0.649,2024-05-24 15:38
LT0002,Circle K Kaunas,Circle K,Pramonės pl. 72,Kaunas,Kauno apskritis,Lithuania,LPG,0.708,2024-07-02 11:38
LT0033,Circle K Šilutė,Circle K,Konstitucijos pr. 125,Šilutė,Klaipėdos apskritis,Lithuania,LPG,0.663,2024-11-14 17:01
LT0036,Circle K Kupiškis,Circle K,Didlaukio g. 145,Kupiškis,Panevėžio apskritis,Lithuania,Benzinas 95,1.741,2024-08-26 22:16
LT0163,Lukoil Tauragė,Lukoil,Savanorių pl. 30,Tauragė,Tauragės apskritis,Lithuania,Benzinas 95,1.617,2024-09-07 16:40
LT0142,Lukoil Kaunas,Lukoil,Studentų al. 44,Kaunas,Kauno apskritis,Lithuania,Dyzelinas,1.594,2024-02-08 21:03
LT0191,Orlen Šiauliai,Orlen,Savanorių al. 38,Šiauliai,Šiaulių apskritis,Lithuania,Dyzelinas,1.648,2024-03-30 00:25
LT0033,Circle K Šilutė,Circle K,Konstitucijos pr. 125,Šilutė,Klaipėdos apskritis,Lithuania,Benzinas 98,1.78,2024-12-08 21:51
LT0129,Neste Jurbarkas,Neste,Laisvės g. 16,Jurbarkas,Tauragės apskritis,Lithuania,LPG,0.769,2024-09-07 02:57
LT0175,Lukoil Skuodas,Lukoil,Laisvės pr. 58,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 98,1.835,2024-03-02 13:44
LT0065,Viada Telšiai,Viada,Gedimino pl. 95,Telšiai,Telšių apskritis,Lithuania,Dyzelinas,1.621,2024-08-29 00:39
LT0241,Astarta Utena,Astarta,Savanorių g. 101,Utena,Utenos apskritis,Lithuania,Dyzelinas,1.614,2024-12-10 18:07
LT0011,Circle K Mažeikiai,Circle K,Ukmergės pl. 31,Mažeikiai,Telšių apskritis,Lithuania,Dyzelinas,1.501,2024-12-28 20:03
LT0063,Viada Kėdainiai,Viada,Vytauto pl. 9,Kėdainiai,Kauno apskritis,Lithuania,Benzinas 95,1.674,2024-03-08 02:58
LT0283,Lietuva Marijampolė,Lietuva,Gedimino g. 127,Marijampolė,Marijampolės apskritis,Lithuania,Dyzelinas,1.662,2024-10-21 08:31
LT0004,Circle K Klaipėda,Circle K,Laisvės pr. 26,Klaipėda,Klaipėdos apskritis,Lithuania,Benzinas 98,1.776,2024-07-08 11:13
LT0121,Neste Kretinga,Neste,Dariaus ir Girėno pl. 66,Kretinga,Klaipėdos apskritis,Lithuania,Benzinas 95,1.705,2024-04-19 06:52
LT0229,Astarta Vilnius,Astarta,Konstitucijos pl. 98,Vilnius,Vilniaus apskritis,Lithuania,Benzinas 95,1.592,2024-05-09 15:44
LT0038,Circle K Varėna,Circle K,Didlaukio al. 18,Varėna,Alytaus apskritis,Lithuania,Benzinas 98,1.786,2024-09-07 03:27
LT0125,Neste Biržai,Neste,Algirdo pl. 66,Biržai,Panevėžio apskritis,Lithuania,Benzinas 95,1.699,2024-01-08 23:21
LT0007,Circle K Panevėžys,Circle K,Klaipėdos pl. 24,Panevėžys,Panevėžio apskritis,Lithuania,Dyzelinas,1.511,2024-07-14 19:29
LT0102,Neste Alytus,Neste,Dariaus ir Girėno al. 114,Alytus,Alytaus apskritis,Lithuania,Dyzelinas,1.545,2024-02-28 00:47
LT0269,Astarta Lazdijai,Astarta,Studentų pr. 106,Lazdijai,Alytaus apskritis,Lithuania,Benzinas 98,1.829,2024-05-15 05:46
LT0274,Lietuva Vilnius,Lietuva,Savanorių pl. 142,Vilnius,Vilniaus apskritis,Lithuania,Benzinas 98,1.811,2024-09-04 08:19
LT0285,Lietuva Jonava,Lietuva,Vilniaus pr. 98,Jonava,Kauno apskritis,Lithuania,Benzinas 98,1.865,2024-04-05 17:16
LT0128,Neste Skuodas,Neste,Pramonės pr. 123,Skuodas,Klaipėdos apskritis,Lithuania,LPG,0.776,2024-02-11 16:28
LT0294,Lietuva Ukmergė,Lietuva,Klaipėdos pr. 117,Ukmergė,Vilniaus apskritis,Lithuania,Dyzelinas,1.664,2024-09-03 17:14
LT0317,Lietuva Šakiai,Lietuva,Pramonės pl. 75,Šakiai,Marijampolės apskritis,Lithuania,Dyzelinas,1.599,2024-05-14 02:25
LT0296,Lietuva Plungė,Lietuva,Vytauto pr. 2,Plungė,Telšių apskritis,Lithuania,Benzinas 98,1.811,2024-07-21 07:10
LT0283,Lietuva Marijampolė,Lietuva,Gedimino g. 127,Marijampolė,Marijampolės apskritis,Lithuania,Benzinas 98,1.797,2024-11-13 10:31
LT0039,Circle K Varėna,Circle K,Ateities al. 138,Varėna,Alytaus apskritis,Lithuania,LPG,0.721,2024-08-25 18:39
LT0185,Lukoil Šakiai,Lukoil,Naugarduko pl. 58,Šakiai,Marijampolės apskritis,Lithuania,Dyzelinas,1.521,2024-12-10 01:11
LT0236,Astarta Marijampolė,Astarta,Ozo g. 111,Marijampolė,Marijampolės apskritis,Lithuania,Benzinas 95,1.689,2024-05-07 15:22
LT0089,Viada Šakiai,Viada,Architektų pr. 97,Šakiai,Marijampolės apskritis,Lithuania,LPG,0.683,2024-08-15 19:18
LT0005,Circle K Klaipėda,Circle K,Algirdo pr. 42,Klaipėda,Klaipėdos apskritis,Lithuania,Dyzelinas,1.638,2024-01-29 07:52
LT0271,Astarta Šakiai,Astarta,Laisvės pl. 34,Šakiai,Marijampolės apskritis,Lithuania,LPG,0.735,2024-04-27 15:50
LT0237,Astarta Marijampolė,Astarta,Saltoniškių pl. 43,Marijampolė,Marijampolės apskritis,Lithuania,LPG,0.787,2024-02-10 14:28
LT0139,Neste Zarasai,Neste,Algirdo g. 123,Zarasai,Utenos apskritis,Lithuania,Dyzelinas,1.64,2024-07-13 14:34
LT0142,Lukoil Kaunas,Lukoil,Studentų al. 44,Kaunas,Kauno apskritis,Lithuania,LPG,0.778,2024-07-30 04:53
LT0054,Viada Alytus,Viada,Saltoniškių pl. 63,Alytus,Alytaus apskritis,Lithuania,LPG,0.782,2024-07-31 10:59
LT0191,Orlen Šiauliai,Orlen,Savanorių al. 38,Šiauliai,Šiaulių apskritis,Lithuania,LPG,0.794,2024-10-11 23:35
LT0094,Neste Kaunas,Neste,Gedimino al. 61,Kaunas,Kauno apskritis,Lithuania,LPG,0.643,2024-09-20 18:15
LT0173,Lukoil Rokiškis,Lukoil,Ateities pl. 5,Rokiškis,Panevėžio apskritis,Lithuania,Dyzelinas,1.664,2024-11-28 09:10
LT0289,Lietuva Telšiai,Lietuva,Gedimino al. 51,Telšiai,Telšių apskritis,Lithuania,Dyzelinas,1.621,2024-09-06 23:28
LT0066,Viada Visaginas,Viada,Ateities g. 119,Visaginas,Utenos apskritis,Lithuania,Dyzelinas,1.679,2024-02-29 03:15
LT0177,Lukoil Jurbarkas,Lukoil,Konstitucijos pl. 56,Jurbarkas,Tauragės apskritis,Lithuania,Benzinas 95,1.586,2024-02-21 04:48
LT0261,Astarta Jurbarkas,Astarta,Vytauto pl. 142,Jurbarkas,Tauragės apskritis,Lithuania,Benzinas 95,1.59,2024-11-26 19:05
LT0215,Orlen Rokiškis,Orlen,Ozo pl. 35,Rokiškis,Panevėžio apskritis,Lithuania,Benzinas 98,1.741,2024-04-12 01:15
LT0237,Astarta Marijampolė,Astarta,Saltoniškių pl. 43,Marijampolė,Marijampolės apskritis,Lithuania,Dyzelinas,1.54,2024-11-25 12:25
LT0069,Viada Ukmergė,Viada,Laisvės pr. 56,Ukmergė,Vilniaus apskritis,Lithuania,Benzinas 98,1.737,2024-11-01 00:17
LT0167,Lukoil Plungė,Lukoil,Saltoniškių g. 147,Plungė,Telšių apskritis,Lithuania,Benzinas 95,1.591,2024-10-05 11:34
LT0007,Circle K Panevėžys,Circle K,Klaipėdos pl. 24,Panevėžys,Panevėžio apskritis,Lithuania,LPG,0.735,2024-10-10 00:43
LT0079,Viada Jurbarkas,Viada,Pramonės pl. 15,Jurbarkas,Tauragės apskritis,Lithuania,Benzinas 98,1.735,2024-05-10 09:20
LT0199,Orlen Utena,Orlen,Vilniaus al. 52,Utena,Utenos apskritis,Lithuania,Dyzelinas,1.527,2024-12-26 04:49
LT0075,Viada Rokiškis,Viada,Architektų al. 91,Rokiškis,Panevėžio apskritis,Lithuania,Benzinas 95,1.589,2024-09-16 06:09
LT0314,Lietuva Varėna,Lietuva,Klaipėdos pr. 68,Varėna,Alytaus apskritis,Lithuania,Dyzelinas,1.572,2024-04-21 23:04
LT0287,Lietuva Utena,Lietuva,Algirdo pr. 122,Utena,Utenos apskritis,Lithuania,Benzinas 95,1.715,2024-03-31 13:31
LT0149,Lukoil Marijampolė,Lukoil,Pramonės g. 88,Marijampolė,Marijampolės apskritis,Lithuania,Dyzelinas,1.549,2024-08-18 15:14
LT0255,Astarta Druskininkai,Astarta,Tilžės g. 100,Druskininkai,Alytaus apskritis,Lithuania,Dyzelinas,1.508,2024-02-07 11:59
LT0303,Lietuva Biržai,Lietuva,Dariaus ir Girėno g. 64,Biržai,Panevėžio apskritis,Lithuania,Benzinas 95,1.598,2024-02-16 21:39
LT0086,Viada Varėna,Viada,Architektų g. 86,Varėna,Alytaus apskritis,Lithuania,Dyzelinas,1.618,2024-11-04 04:21
LT0194,Orlen Alytus,Orlen,Respublikos pl. 45,Alytus,Alytaus apskritis,Lithuania,Benzinas 98,1.79,2024-03-17 01:39
LT0095,Neste Kaunas,Neste,Naugarduko pr. 75,Kaunas,Kauno apskritis,Lithuania,LPG,0.738,2024-09-16 17:01
LT0189,Orlen Kaunas,Orlen,Respublikos g. 146,Kaunas,Kauno apskritis,Lithuania,Dyzelinas,1.65,2024-06-16 10:28
LT0145,Lukoil Klaipėda,Lukoil,Architektų al. 91,Klaipėda,Klaipėdos apskritis,Lithuania,Benzinas 98,1.883,2024-08-23 18:15
LT0032,Circle K Jurbarkas,Circle K,Tilžės pl. 107,Jurbarkas,Tauragės apskritis,Lithuania,Benzinas 98,1.849,2024-12-22 00:54
LT0178,Lukoil Šilutė,Lukoil,Naugarduko g. 78,Šilutė,Klaipėdos apskritis,Lithuania,Benzinas 98,1.845,2024-05-31 20:03
LT0290,Lietuva Telšiai,Lietuva,Ukmergės pr. 43,Telšiai,Telšių apskritis,Lithuania,Dyzelinas,1.529,2024-04-26 10:20
LT0067,Viada Tauragė,Viada,Didlaukio pl. 40,Tauragė,Tauragės apskritis,Lithuania,LPG,0.811,2024-07-04 03:43
LT0111,Neste Utena,Neste,Tilžės pr. 120,Utena,Utenos apskritis,Lithuania,LPG,0.699,2024-10-22 23:20
LT0245,Astarta Visaginas,Astarta,Geležinio Vilko pl. 150,Visaginas,Utenos apskritis,Lithuania,LPG,0.645,2024-03-15 01:42
LT0214,Orlen Rokiškis,Orlen,Tilžės al. 107,Rokiškis,Panevėžio apskritis,Lithuania,Benzinas 98,1.748,2024-07-27 23:31
LT0036,Circle K Kupiškis,Circle K,Didlaukio g. 145,Kupiškis,Panevėžio apskritis,Lithuania,LPG,0.659,2024-01-14 09:36
LT0251,Astarta Plungė,Astarta,Savanorių al. 85,Plungė,Telšių apskritis,Lithuania,Dyzelinas,1.521,2024-06-26 14:15
LT0192,Orlen Panevėžys,Orlen,Gedimino pl. 27,Panevėžys,Panevėžio apskritis,Lithuania,Dyzelinas,1.648,2024-07-09 21:40
LT0308,Lietuva Jurbarkas,Lietuva,Didlaukio pl. 135,Jurbarkas,Tauragės apskritis,Lithuania,Dyzelinas,1.502,2024-04-16 20:31
LT0187,Orlen Vilnius,Orlen,Klaipėdos g. 105,Vilnius,Vilniaus apskritis,Lithuania,Benzinas 98,1.861,2024-01-05 10:00
LT0094,Neste Kaunas,Neste,Gedimino al. 61,Kaunas,Kauno apskritis,Lithuania,Benzinas 98,1.825,2024-11-14 14:04
LT0267,Astarta Kupiškis,Astarta,Didlaukio pr. 107,Kupiškis,Panevėžio apskritis,Lithuania,Benzinas 95,1.716,2024-02-28 15:43
LT0011,Circle K Mažeikiai,Circle K,Ukmergės pl. 31,Mažeikiai,Telšių apskritis,Lithuania,Benzinas 95,1.615,2024-02-02 10:01
LT0089,Viada Šakiai,Viada,Architektų pr. 97,Šakiai,Marijampolės apskritis,Lithuania,Benzinas 98,1.822,2024-03-25 23:28
LT0062,Viada Utena,Viada,Vilniaus g. 128,Utena,Utenos apskritis,Lithuania,Dyzelinas,1.612,2024-12-13 23:49
LT0213,Orlen Biržai,Orlen,Respublikos al. 61,Biržai,Panevėžio apskritis,Lithuania,LPG,0.658,2024-04-26 04:19
LT0229,Astarta Vilnius,Astarta,Konstitucijos pl. 98,Vilnius,Vilniaus apskritis,Lithuania,LPG,0.759,2024-05-18 19:38
LT0048,Viada Kaunas,Viada,Ateities pr. 69,Kaunas,Kauno apskritis,Lithuania,Benzinas 95,1.719,2024-02-06 01:10
LT0091,Viada Zarasai,Viada,Architektų pr. 65,Zarasai,Utenos apskritis,Lithuania,Benzinas 95,1.579,2024-09-03 11:35
LT0062,Viada Utena,Viada,Vilniaus g. 128,Utena,Utenos apskritis,Lithuania,LPG,0.759,2024-03-11 20:06
LT0167,Lukoil Plungė,Lukoil,Saltoniškių g. 147,Plungė,Telšių apskritis,Lithuania,LPG,0.789,2024-05-06 09:55
LT0195,Orlen Marijampolė,Orlen,Žemaitės pl. 36,Marijampolė,Marijampolės apskritis,Lithuania,Benzinas 98,1.824,2024-10-05 00:24
LT0304,Lietuva Rokiškis,Lietuva,Geležinio Vilko al. 113,Rokiškis,Panevėžio apskritis,Lithuania,Dyzelinas,1.507,2024-12-27 14:35
LT0220,Orlen Radviliškis,Orlen,Savanorių pr. 133,Radviliškis,Šiaulių apskritis,Lithuania,Dyzelinas,1.505,2024-09-11 09:16
LT0291,Lietuva Visaginas,Lietuva,Žemaitės pl. 93,Visaginas,Utenos apskritis,Lithuania,Benzinas 98,1.74,2024-01-12 04:46
LT0172,Lukoil Biržai,Lukoil,Geležinio Vilko pl. 56,Biržai,Panevėžio apskritis,Lithuania,Benzinas 95,1.744,2024-04-18 15:17
LT0170,Lukoil Druskininkai,Lukoil,Kauno al. 33,Druskininkai,Alytaus apskritis,Lithuania,Dyzelinas,1.588,2024-10-22 20:17
LT0226,Orlen Šakiai,Orlen,Ozo pr. 5,Šakiai,Marijampolės apskritis,Lithuania,Benzinas 98,1.751,2024-06-25 09:08
LT0065,Viada Telšiai,Viada,Gedimino pl. 95,Telšiai,Telšių apskritis,Lithuania,Benzinas 95,1.691,2024-12-10 08:37
LT0278,Lietuva Klaipėda,Lietuva,Respublikos al. 102,Klaipėda,Klaipėdos apskritis,Lithuania,Benzinas 98,1.843,2024-02-05 02:35
LT0213,Orlen Biržai,Orlen,Respublikos al. 61,Biržai,Panevėžio apskritis,Lithuania,Benzinas 95,1.579,2024-08-31 08:57
LT0094,Neste Kaunas,Neste,Gedimino al. 61,Kaunas,Kauno apskritis,Lithuania,Dyzelinas,1.52,2024-09-12 19:34
LT0309,Lietuva Jurbarkas,Lietuva,Ateities g. 93,Jurbarkas,Tauragės apskritis,Lithuania,LPG,0.81,2024-09-22 03:06
LT0064,Viada Telšiai,Viada,Vytauto al. 30,Telšiai,Telšių apskritis,Lithuania,LPG,0.782,2024-01-08 08:34
LT0250,Astarta Plungė,Astarta,Panerių al. 19,Plungė,Telšių apskritis,Lithuania,LPG,0.713,2024-06-27 07:56
LT0248,Astarta Ukmergė,Astarta,Pramonės al. 140,Ukmergė,Vilniaus apskritis,Lithuania,LPG,0.661,2024-01-21 13:17
LT0295,Lietuva Ukmergė,Lietuva,Konstitucijos al. 40,Ukmergė,Vilniaus apskritis,Lithuania,Dyzelinas,1.584,2024-01-05 22:59
LT0174,Lukoil Skuodas,Lukoil,Žemaitės g. 96,Skuodas,Klaipėdos apskritis,Lithuania,LPG,0.767,2024-01-01 06:30
LT0287,Lietuva Utena,Lietuva,Algirdo pr. 122,Utena,Utenos apskritis,Lithuania,Dyzelinas,1.63,2024-09-06 09:16
LT0153,Lukoil Jonava,Lukoil,Laisvės pr. 112,Jonava,Kauno apskritis,Lithuania,LPG,0.722,2024-03-10 09:00
LT0231,Astarta Klaipėda,Astarta,Geležinio Vilko pl. 54,Klaipėda,Klaipėdos apskritis,Lithuania,Dyzelinas,1.52,2024-10-20 21:31
LT0050,Viada Klaipėda,Viada,Kauno pr. 121,Klaipėda,Klaipėdos apskritis,Lithuania,Benzinas 95,1.663,2024-08-14 08:11
LT0313,Lietuva Kupiškis,Lietuva,Vytauto g. 77,Kupiškis,Panevėžio apskritis,Lithuania,Dyzelinas,1.6,2024-10-11 18:59
LT0277,Lietuva Klaipėda,Lietuva,Vilniaus pr. 133,Klaipėda,Klaipėdos apskritis,Lithuania,Benzinas 98,1.803,2024-04-28 19:10
LT0287,Lietuva Utena,Lietuva,Algirdo pr. 122,Utena,Utenos apskritis,Lithuania,LPG,0.741,2024-10-17 01:25
LT0254,Astarta Druskininkai,Astarta,Ateities g. 40,Druskininkai,Alytaus apskritis,Lithuania,Benzinas 95,1.574,2024-06-18 01:05
LT0207,Orlen Plungė,Orlen,Vytauto pl. 121,Plungė,Telšių apskritis,Lithuania,Benzinas 95,1.658,2024-12-04 08:05
LT0059,Viada Mažeikiai,Viada,Gedimino pl. 43,Mažeikiai,Telšių apskritis,Lithuania,Benzinas 95,1.695,2024-01-15 01:20
LT0140,Lukoil Vilnius,Lukoil,Ukmergės g. 121,Vilnius,Vilniaus apskritis,Lithuania,Dyzelinas,1.54,2024-03-15 00:16
LT0240,Astarta Jonava,Astarta,Vilniaus al. 91,Jonava,Kauno apskritis,Lithuania,Benzinas 95,1.719,2024-05-29 17:33
LT0208,Orlen Kretinga,Orlen,Žemaitės g. 39,Kretinga,Klaipėdos apskritis,Lithuania,Dyzelinas,1.606,2024-10-10 01:53
LT0200,Orlen Utena,Orlen,Dariaus ir Girėno pl. 26,Utena,Utenos apskritis,Lithuania,Benzinas 98,1.842,2024-08-11 20:31
LT0149,Lukoil Marijampolė,Lukoil,Pramonės g. 88,Marijampolė,Marijampolės apskritis,Lithuania,LPG,0.704,2024-07-11 13:11
LT0152,Lukoil Jonava,Lukoil,Respublikos g. 75,Jonava,Kauno apskritis,Lithuania,Benzinas 98,1.811,2024-05-04 18:33
LT0132,Neste Radviliškis,Neste,Respublikos g. 139,Radviliškis,Šiaulių apskritis,Lithuania,Benzinas 95,1.594,2024-06-27 03:11
LT0195,Orlen Marijampolė,Orlen,Žemaitės pl. 36,Marijampolė,Marijampolės apskritis,Lithuania,Dyzelinas,1.641,2024-07-02 15:34
LT0258,Astarta Rokiškis,Astarta,Studentų pr. 65,Rokiškis,Panevėžio apskritis,Lithuania,LPG,0.652,2024-02-20 06:46
LT0111,Neste Utena,Neste,Tilžės pr. 120,Utena,Utenos apskritis,Lithuania,Benzinas 95,1.592,2024-08-18 07:09
LT0211,Orlen Druskininkai,Orlen,Geležinio Vilko al. 71,Druskininkai,Alytaus apskritis,Lithuania,Benzinas 98,1.816,2024-08-02 03:26
LT0104,Neste Marijampolė,Neste,Laisvės al. 89,Marijampolė,Marijampolės apskritis,Lithuania,Benzinas 95,1.698,2024-10-08 17:18
LT0174,Lukoil Skuodas,Lukoil,Žemaitės g. 96,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 98,1.781,2024-06-05 23:44
LT0018,Circle K Visaginas,Circle K,Dariaus ir Girėno g. 63,Visaginas,Utenos apskritis,Lithuania,Dyzelinas,1.618,2024-01-05 21:52
LT0011,Circle K Mažeikiai,Circle K,Ukmergės pl. 31,Mažeikiai,Telšių apskritis,Lithuania,LPG,0.681,2024-01-17 10:04
LT0206,Orlen Ukmergė,Orlen,Respublikos pl. 40,Ukmergė,Vilniaus apskritis,Lithuania,Dyzelinas,1.586,2024-02-19 00:13
LT0270,Astarta Lazdijai,Astarta,Gedimino g. 52,Lazdijai,Alytaus apskritis,Lithuania,Benzinas 95,1.664,2024-09-15 21:26
LT0085,Viada Varėna,Viada,Gedimino al. 22,Varėna,Alytaus apskritis,Lithuania,Benzinas 95,1.661,2024-03-29 01:15
LT0312,Lietuva Radviliškis,Lietuva,Algirdo al. 62,Radviliškis,Šiaulių apskritis,Lithuania,Dyzelinas,1.581,2024-07-22 00:46
LT0114,Neste Telšiai,Neste,Ukmergės al. 31,Telšiai,Telšių apskritis,Lithuania,Benzinas 98,1.853,2024-06-22 17:23
LT0093,Neste Vilnius,Neste,Tilžės pr. 36,Vilnius,Vilniaus apskritis,Lithuania,Benzinas 98,1.735,2024-12-27 15:28
LT0019,Circle K Tauragė,Circle K,Žemaitės g. 28,Tauragė,Tauragės apskritis,Lithuania,Benzinas 98,1.819,2024-06-24 06:43
LT0224,Orlen Varėna,Orlen,Klaipėdos pr. 52,Varėna,Alytaus apskritis,Lithuania,LPG,0.65,2024-08-19 08:13
LT0205,Orlen Ukmergė,Orlen,Ateities pr. 112,Ukmergė,Vilniaus apskritis,Lithuania,Benzinas 98,1.885,2024-07-28 22:35
LT0200,Orlen Utena,Orlen,Dariaus ir Girėno pl. 26,Utena,Utenos apskritis,Lithuania,Dyzelinas,1.617,2024-03-30 22:35
LT0246,Astarta Visaginas,Astarta,Kauno pr. 69,Visaginas,Utenos apskritis,Lithuania,Benzinas 95,1.705,2024-03-23 09:43
LT0018,Circle K Visaginas,Circle K,Dariaus ir Girėno g. 63,Visaginas,Utenos apskritis,Lithuania,Benzinas 95,1.637,2024-03-21 14:53
LT0017,Circle K Visaginas,Circle K,Savanorių al. 62,Visaginas,Utenos apskritis,Lithuania,Benzinas 95,1.618,2024-03-08 21:41
LT0198,Orlen Jonava,Orlen,Naugarduko al. 146,Jonava,Kauno apskritis,Lithuania,Dyzelinas,1.532,2024-01-20 02:03
LT0112,Neste Kėdainiai,Neste,Studentų pl. 132,Kėdainiai,Kauno apskritis,Lithuania,Dyzelinas,1.674,2024-04-20 18:22
LT0290,Lietuva Telšiai,Lietuva,Ukmergės pr. 43,Telšiai,Telšių apskritis,Lithuania,Benzinas 98,1.82,2024-07-26 02:05
LT0307,Lietuva Skuodas,Lietuva,Vytauto al. 105,Skuodas,Klaipėdos apskritis,Lithuania,Benzinas 95,1.685,2024-02-26 03:33
LT0107,Neste Mažeikiai,Neste,Kauno g. 133,Mažeikiai,Telšių apskritis,Lithuania,LPG,0.754,2024-10-09 08:08
LT0230,Astarta Kaunas,Astarta,Konstitucijos g. 131,Kaunas,Kauno apskritis,Lithuania,Dyzelinas,1.536,2024-05-14 16:12
LT0222,Orlen Kupiškis,Orlen,Algirdo al. 144,Kupiškis,Panevėžio apskritis,Lithuania,Dyzelinas,1.54,2024-06-06 13:50
LT0049,Viada Klaipėda,Viada,Ozo pl. 113,Klaipėda,Klaipėdos apskritis,Lithuania,Benzinas 95,1.584,2024-01-21 13:47
LT0246,Astarta Visaginas,Astarta,Kauno pr. 69,Visaginas,Utenos apskritis,Lithuania,Dyzelinas,1.553,2024-10-04 01:22
LT0154,Lukoil Utena,Lukoil,Tilžės pl. 85,Utena,Utenos apskritis,Lithuania,Benzinas 95,1.649,2024-08-08 20:38
LT0227,Orlen Šakiai,Orlen,Ukmergės al. 112,Šakiai,Marijampolės apskritis,Lithuania,Dyzelinas,1.665,2024-07-25 00:14
LT0055,Viada Alytus,Viada,Ozo al. 1,Alytus,Alytaus apskritis,Lithuania,Benzinas 95,1.621,2024-06-01 18:37
LT0136,Neste Varėna,Neste,Saltoniškių g. 89,Varėna,Alytaus apskritis,Lithuania,Dyzelinas,1.527,2024-07-11 05:48
LT0317,Lietuva Šakiai,Lietuva,Pramonės pl. 75,Šakiai,Marijampolės apskritis,Lithuania,LPG,0.73,2024-12-23 04:48
LT0142,Lukoil Kaunas,Lukoil,Studentų al. 44,Kaunas,Kauno apskritis,Lithuania,Benzinas 98,1.875,2024-10-04 20:03
LT0098,Neste Šiauliai,Neste,Ozo pl. 140,Šiauliai,Šiaulių apskritis,Lithuania,LPG,0.712,2024-08-13 12:21
LT0082,Viada Radviliškis,Viada,Gedimino pr. 90,Radviliškis,Šiaulių apskritis,Lithuania,Benzinas 98,1.729,2024-05-11 06:11
LT0101,Neste Panevėžys,Neste,Algirdo pr. 8,Panevėžys,Panevėžio apskritis,Lithuania,LPG,0.811,2024-01-17 19:09
LT0111,Neste Utena,Neste,Tilžės pr. 120,Utena,Utenos apskritis,Lithuania,Dyzelinas,1.611,2024-05-07 05:52
LT0061,Viada Utena,Viada,Ateities pl. 65,Utena,Utenos apskritis,Lithuania,Benzinas 95,1.652,2024-06-03 06:24
LT0193,Orlen Alytus,Orlen,Laisvės g. 17,Alytus,Alytaus apskritis,Lithuania,Benzinas 95,1.606,2024-11-26 14:51
LT0209,Orlen Palanga,Orlen,Panerių pr. 122,Palanga,Klaipėdos apskritis,Lithuania,Benzinas 95,1.624,2024-07-21 22:02
LT0029,Circle K Rokiškis,Circle K,Naugarduko pl. 127,Rokiškis,Panevėžio apskritis,Lithuania,Benzinas 95,1.642,2024-03-16 20:44
LT0092,Neste Vilnius,Neste,Laisvės pr. 116,Vilnius,Vilniaus apskritis,Lithuania,LPG,0.697,2024-02-20 22:41
LT0169,Lukoil Palanga,Lukoil,Savanorių pr. 16,Palanga,Klaipėdos apskritis,Lithuania,Benzinas 98,1.807,2024-06-14 22:18
LT0014,Circle K Kėdainiai,Circle K,Ateities g. 24,Kėdainiai,Kauno apskritis,Lithuania,Dyzelinas,1.511,2024-07-13 00:24
LT0281,Lietuva Panevėžys,Lietuva,Tilžės pl. 91,Panevėžys,Panevėžio apskritis,Lithuania,Dyzelinas,1.621,2024-06-24 02:35
LT0016,Circle K Telšiai,Circle K,Studentų g. 18,Telšiai,Telšių apskritis,Lithuania,LPG,0.758,2024-10-16 16:20
LT0076,Viada Rokiškis,Viada,Geležinio Vilko g. 69,Rokiškis,Panevėžio apskritis,Lithuania,Benzinas 98,1.766,2024-06-22 11:00
LT0151,Lukoil Mažeikiai,Lukoil,Vytauto pl. 93,Mažeikiai,Telšių apskritis,Lithuania,LPG,0.704,2024-02-17 19:38
LT0260,Astarta Skuodas,Astarta,Dariaus ir Girėno al. 110,Skuodas,Klaipėdos apskritis,Lithuania,LPG,0.7,2024-09-02 14:28
LT0131,Neste Šilutė,Neste,Konstitucijos al. 17,Šilutė,Klaipėdos apskritis,Lithuania,Dyzelinas,1.638,2024-11-24 23:41
LT0003,Circle K Kaunas,Circle K,Žemaitės g. 118,Kaunas,Kauno apskritis,Lithuania,Benzinas 95,1.667,2024-07-12 02:35
LT0315,Lietuva Varėna,Lietuva,Naugarduko g. 77,Varėna,Alytaus apskritis,Lithuania,Benzinas 95,1.577,2024-10-22 12:05
LT0089,Viada Šakiai,Viada,Architektų pr. 97,Šakiai,Marijampolės apskritis,Lithuania,Benzinas 95,1.598,2024-04-02 22:49
LT0146,Lukoil Šiauliai,Lukoil,Laisvės pl. 98,Šiauliai,Šiaulių apskritis,Lithuania,Benzinas 95,1.638,2024-08-31 01:40
LT0282,Lietuva Alytus,Lietuva,Panerių al. 47,Alytus,Alytaus apskritis,Lithuania,Dyzelinas,1.657,2024-04-15 07:12
LT0197,Orlen Mažeikiai,Orlen,Pramonės pr. 69,Mažeikiai,Telšių apskritis,Lithuania,Benzinas 95,1.666,2024-01-29 07:36
LT0218,Orlen Jurbarkas,Orlen,Pramonės al. 79,Jurbarkas,Tauragės apskritis,Lithuania,LPG,0.734,2024-11-15 12:37
LT0180,Lukoil Radviliškis,Lukoil,Kauno pl. 130,Radviliškis,Šiaulių apskritis,Lithuania,Benzinas 98,1.785,2024-12-25 12:05
LT0051,Viada Šiauliai,Viada,Tilžės pl. 127,Šiauliai,Šiaulių apskritis,Lithuania,Benzinas 95,1.622,2024-07-24 17:02
