station_id,station_name,chain,address,city,country,fuel_type,price_eur_l
ST03929,Rimi Uppsala,Rimi,107 Meadow Pl,Uppsala,Sweden,Gasoline 95,1.86
ST01987,Total Bydgoszcz,Total,158 Cedar Dr,Bydgoszcz,Poland,Gasoline 95,1.634
ST03612,Teboil Pori,Teboil,92 Greenfield Ave,Pori,Finland,Gasoline 98,1.985
ST07522,Viada Milan,Viada,150 Bridge Blvd,Milan,Italy,Gasoline 95,1.715
ST00448,Q8 Telsiai,Q8,154 Woodland Blvd,Telsiai,Lithuania,Gasoline 98,1.747
ST00029,Total Vilnius,Total,166 View St,Vilnius,Lithuania,Gasoline 98,1.771
ST10446,Lukoil Lausanne,Lukoil,146 Lake Way,Lausanne,Switzerland,Gasoline 95,1.806
ST07694,Teboil Genoa,Teboil,39 Pine Rd,Genoa,Italy,Gasoline 95,1.798
ST08611,Agip Sankt Polten,Agip,159 Market Ave,Sankt Polten,Austria,Diesel,1.773
ST09087,St1 Bucharest,St1,112 Bridge Blvd,Bucharest,Romania,Gasoline 95,1.544
ST06095,Astarta Nantes,Astarta,177 Arlington Dr,Nantes,France,Gasoline 95,1.876
ST01789,Rimi Lodz,Rimi,68 Grove Ln,Lodz,Poland,Diesel,1.495
ST05568,Statoil Brno,Statoil,149 River Blvd,Brno,Czech Republic,LPG,0.647
ST05022,BP Brussels,BP,161 Oak Rd,Brussels,Belgium,LPG,0.793
ST10227,Teboil Tromsoe,Teboil,12 Bridge Way,Tromsoe,Norway,Gasoline 95,1.92
ST06001,Agip Marseille,Agip,34 West Ave,Marseille,France,LPG,0.766
ST02157,Agip Gdynia,Agip,155 Oak Rd,Gdynia,Poland,Diesel,1.574
ST10806,Astarta Amadora,Astarta,46 Lakeview St,Amadora,Portugal,LPG,0.818
ST00457,Aral Telsiai,Aral,38 Windsor Dr,Telsiai,Lithuania,LPG,0.656
ST08203,Astarta Prato,Astarta,72 Main Way,Prato,Italy,LPG,0.851
ST06644,Aral Nimes,Aral,102 Pine Ave,Nimes,France,Diesel,1.786
ST07670,Circle K Genoa,Circle K,17 Cedar Way,Genoa,Italy,LPG,0.767
ST10871,Agip Setubal,Agip,60 Oak Ave,Setubal,Portugal,Gasoline 98,1.817
ST01931,Astarta Szczecin,Astarta,1 Oak St,Szczecin,Poland,Gasoline 95,1.675
ST00058,Rimi Kaunas,Rimi,170 Lake Dr,Kaunas,Lithuania,Gasoline 98,1.83
ST06040,Aral Toulouse,Aral,145 Greenfield St,Toulouse,France,Diesel,1.781
ST02301,Esso Torun,Esso,137 River Pl,Torun,Poland,Diesel,1.572
ST01854,Astarta Poznan,Astarta,196 Arlington St,Poznan,Poland,LPG,0.62
ST05902,Shell Paris,Shell,139 Park Ln,Paris,France,Diesel,1.769
ST04880,Circle K Arnhem,Circle K,22 River Rd,Arnhem,Netherlands,Diesel,1.767
ST01837,Aral Wroclaw,Aral,113 Cedar Blvd,Wroclaw,Poland,Diesel,1.482
ST01639,Total Sillamae,Total,188 Greenfield Pl,Sillamae,Estonia,Gasoline 95,1.61
ST09041,BP Szolnok,BP,170 East Pl,Szolnok,Hungary,Diesel,1.605
ST06164,Agip Montpellier,Agip,173 Maple Ave,Montpellier,France,LPG,0.809
ST06120,Jet Nantes,Jet,15 River Rd,Nantes,France,Diesel,1.664
ST01496,Orlen Viljandi,Orlen,98 Highland Blvd,Viljandi,Estonia,Gasoline 98,1.749
ST01710,Shell Warsaw,Shell,93 Market Blvd,Warsaw,Poland,Gasoline 95,1.642
ST05999,Aral Marseille,Aral,179 Brookside St,Marseille,France,Diesel,1.663
ST08880,BP Nyiregyhaza,BP,113 Station Way,Nyiregyhaza,Hungary,LPG,0.794
ST06719,Tamoil Madrid,Tamoil,31 Cross Ln,Madrid,Spain,Diesel,1.649
ST07055,Viada Bilbao,Viada,13 Pine Ln,Bilbao,Spain,Diesel,1.588
ST03336,Esso Tampere,Esso,90 Brookside St,Tampere,Finland,Gasoline 98,2.029
ST05435,Aral Mechelen,Aral,128 Church Dr,Mechelen,Belgium,Diesel,1.768
ST09814,Agip Horsens,Agip,55 Grove Ave,Horsens,Denmark,Gasoline 95,1.889
ST08833,Lukoil Gyor,Lukoil,158 Greenfield St,Gyor,Hungary,Diesel,1.478
ST06602,Aral Angers,Aral,73 Riverside Ln,Angers,France,Gasoline 95,1.711
ST10748,Statoil Porto,Statoil,3 Station Ave,Porto,Portugal,Gasoline 95,1.768
ST04876,Agip Haarlem,Agip,92 Woodland Pl,Haarlem,Netherlands,Gasoline 98,1.985
ST07985,St1 Messina,St1,150 East Ln,Messina,Italy,Diesel,1.617
ST00164,Neste Panevezys,Neste,91 Grove St,Panevezys,Lithuania,Gasoline 98,1.818
ST00039,Statoil Vilnius,Statoil,34 East Pl,Vilnius,Lithuania,Gasoline 95,1.627
ST00419,Aral Kedainiai,Aral,119 Maple Rd,Kedainiai,Lithuania,Gasoline 95,1.736
ST04690,Lukoil Almere,Lukoil,63 Garden Pl,Almere,Netherlands,Diesel,1.706
ST06874,Q8 Zaragoza,Q8,28 Grove Way,Zaragoza,Spain,Gasoline 95,1.717
ST09866,Rimi Roskilde,Rimi,120 Maple Blvd,Roskilde,Denmark,Gasoline 98,2.104
ST08428,Esso Innsbruck,Esso,149 Sunset St,Innsbruck,Austria,Gasoline 95,1.797
ST05412,Shell Mechelen,Shell,192 Fairview Way,Mechelen,Belgium,Gasoline 95,1.748
ST07833,Aral Bari,Aral,21 Meadow Blvd,Bari,Italy,Diesel,1.627
ST01778,Lukoil Lodz,Lukoil,23 Market Ln,Lodz,Poland,LPG,0.659
ST09545,Jet Aarhus,Jet,192 Mill St,Aarhus,Denmark,LPG,0.886
ST01874,Tamoil Poznan,Tamoil,88 Arlington Ave,Poznan,Poland,Gasoline 98,1.769
ST07477,Neste Rome,Neste,3 Arlington Ln,Rome,Italy,Gasoline 95,1.738
ST04301,Aral Gavle,Aral,67 Oak Ave,Gavle,Sweden,Gasoline 95,1.792
ST02117,Aral Bialystok,Aral,170 Church Pl,Bialystok,Poland,Diesel,1.461
ST05014,Lukoil Brussels,Lukoil,71 Market Way,Brussels,Belgium,LPG,0.758
ST08920,Astarta Kecskemet,Astarta,176 Highland Dr,Kecskemet,Hungary,LPG,0.783
ST03912,Circle K Uppsala,Circle K,150 Meadow Rd,Uppsala,Sweden,Gasoline 98,1.933
ST07351,Aral Vitoria,Aral,28 East St,Vitoria,Spain,Diesel,1.711
ST01169,Neste Ogre,Neste,90 Hillside Pl,Ogre,Latvia,Gasoline 98,1.794
ST01475,Q8 Kohtla-Jarve,Q8,145 Arlington St,Kohtla-Jarve,Estonia,Diesel,1.607
ST04323,BP Boras,BP,197 East Pl,Boras,Sweden,LPG,0.798
ST05809,Viada Pardubice,Viada,26 Greenfield Way,Pardubice,Czech Republic,Diesel,1.575
ST10335,St1 Geneva,St1,121 Cedar Blvd,Geneva,Switzerland,Diesel,1.767
ST07537,St1 Milan,St1,167 Grove Way,Milan,Italy,Gasoline 95,1.821
ST03257,Neste Helsinki,Neste,92 Grove Dr,Helsinki,Finland,Diesel,1.761
ST07609,Esso Turin,Esso,5 Church St,Turin,Italy,Gasoline 95,1.749
ST07851,Astarta Catania,Astarta,119 Oak Way,Catania,Italy,Gasoline 95,1.676
ST06045,Statoil Toulouse,Statoil,118 Pine Ln,Toulouse,France,LPG,0.753
ST07800,Neste Bari,Neste,158 Hill Ave,Bari,Italy,Gasoline 98,1.904
ST01578,Orlen Maardu,Orlen,110 Clifton Dr,Maardu,Estonia,Gasoline 95,1.669
ST02783,Orlen Dortmund,Orlen,152 Maple Rd,Dortmund,Germany,LPG,0.829
ST06872,Teboil Zaragoza,Teboil,46 Pine Pl,Zaragoza,Spain,Gasoline 95,1.722
ST05804,Circle K Pardubice,Circle K,112 Bridge Way,Pardubice,Czech Republic,Gasoline 95,1.646
ST04217,Tamoil Lund,Tamoil,192 Woodland Way,Lund,Sweden,Gasoline 98,2.041
ST04888,Orlen Arnhem,Orlen,12 Lakeview Ln,Arnhem,Netherlands,Diesel,1.743
ST07595,Statoil Naples,Statoil,108 Church Ave,Naples,Italy,Gasoline 95,1.846
ST03991,Neste Orebro,Neste,83 Lakeview Dr,Orebro,Sweden,LPG,0.849
ST06508,Orlen Grenoble,Orlen,132 Greenfield Way,Grenoble,France,Gasoline 98,2.013
ST06082,Agip Nice,Agip,108 Clifton Rd,Nice,France,Gasoline 98,2.027
ST06522,Q8 Grenoble,Q8,89 West Rd,Grenoble,France,Gasoline 98,2.024
ST00969,Statoil Jelgava,Statoil,12 Hill Pl,Jelgava,Latvia,Diesel,1.65
ST06916,St1 Malaga,St1,13 Elm St,Malaga,Spain,LPG,0.793
ST08783,Circle K Pecs,Circle K,72 Main Blvd,Pecs,Hungary,LPG,0.754
ST11039,Viada Queluz,Viada,102 Hillside Ln,Queluz,Portugal,Gasoline 98,1.884
ST02434,Circle K Zabrze,Circle K,156 Central Ln,Zabrze,Poland,Gasoline 98,1.747
ST00408,Teboil Kedainiai,Teboil,192 Elm Ave,Kedainiai,Lithuania,Gasoline 98,1.825
ST06574,Circle K Angers,Circle K,196 Brookside Pl,Angers,France,Diesel,1.637
ST01249,Statoil Tukums,Statoil,119 Arlington Pl,Tukums,Latvia,Gasoline 98,1.729
ST01087,Agip Rezekne,Agip,124 Arlington Pl,Rezekne,Latvia,Gasoline 98,1.753
ST00929,Viada Jelgava,Viada,138 Sunset Dr,Jelgava,Latvia,LPG,0.792
ST08544,Astarta Wels,Astarta,93 River Dr,Wels,Austria,LPG,0.84
ST03895,Q8 Malmo,Q8,39 Oak Rd,Malmo,Sweden,LPG,0.705
ST00621,St1 Kretinga,St1,84 Garden Dr,Kretinga,Lithuania,LPG,0.813
ST01883,Circle K Gdansk,Circle K,188 Maple Way,Gdansk,Poland,Diesel,1.581
ST07568,Shell Naples,Shell,31 West Pl,Naples,Italy,Gasoline 98,1.894
ST03076,Total Bochum,Total,94 Church St,Bochum,Germany,LPG,0.771
ST09624,Q8 Aalborg,Q8,76 Park Ave,Aalborg,Denmark,Gasoline 98,1.985
ST01031,St1 Ventspils,St1,36 Bridge Blvd,Ventspils,Latvia,Diesel,1.55
ST07371,Rimi Granada,Rimi,184 Spring St,Granada,Spain,Gasoline 95,1.793
ST00393,Lukoil Kedainiai,Lukoil,180 Main Rd,Kedainiai,Lithuania,Gasoline 95,1.659
ST06263,Astarta Lille,Astarta,99 Hillside Ln,Lille,France,LPG,0.804
ST08883,Esso Nyiregyhaza,Esso,147 Meadow Ave,Nyiregyhaza,Hungary,Gasoline 95,1.65
ST06148,St1 Montpellier,St1,146 Riverside Pl,Montpellier,France,Gasoline 95,1.707
ST04246,Teboil Umea,Teboil,157 Forest Ave,Umea,Sweden,Gasoline 98,2.034
ST08927,Esso Kecskemet,Esso,21 Bridge Pl,Kecskemet,Hungary,Gasoline 95,1.628
ST03878,Lukoil Malmo,Lukoil,14 Park Blvd,Malmo,Sweden,Diesel,1.688
ST03565,Astarta Kuopio,Astarta,197 Garden Pl,Kuopio,Finland,Diesel,1.768
ST02436,Viada Zabrze,Viada,190 View Ave,Zabrze,Poland,Gasoline 95,1.649
ST06796,Teboil Valencia,Teboil,131 Highland Dr,Valencia,Spain,Diesel,1.595
ST08599,Q8 Sankt Polten,Q8,32 Arlington Dr,Sankt Polten,Austria,Gasoline 95,1.705
ST03963,Esso Vasteras,Esso,135 Pine St,Vasteras,Sweden,Gasoline 98,1.899
ST03976,Eni Vasteras,Eni,4 View Rd,Vasteras,Sweden,Gasoline 95,1.766
ST03882,Astarta Malmo,Astarta,13 Pine Way,Malmo,Sweden,Gasoline 98,1.919
ST02031,Jet Lublin,Jet,20 Windsor Dr,Lublin,Poland,Gasoline 98,1.749
ST09574,Teboil Odense,Teboil,54 Bridge Ave,Odense,Denmark,LPG,0.858
ST00414,Eni Kedainiai,Eni,92 Valley St,Kedainiai,Lithuania,Gasoline 95,1.692
ST09424,Tamoil Ploiesti,Tamoil,99 River Pl,Ploiesti,Romania,Gasoline 98,1.655
ST00521,Shell Ukmerge,Shell,58 Highland Ln,Ukmerge,Lithuania,LPG,0.758
ST01614,Circle K Sillamae,Circle K,122 Church Dr,Sillamae,Estonia,Gasoline 98,1.854
ST06772,Viada Valencia,Viada,4 Spring Rd,Valencia,Spain,Diesel,1.66
ST00804,Viada Riga,Viada,169 Brookside Rd,Riga,Latvia,Diesel,1.561
ST02401,Orlen Gliwice,Orlen,109 Arlington Blvd,Gliwice,Poland,Gasoline 98,1.761
ST05914,Total Paris,Total,163 Meadow Rd,Paris,France,LPG,0.814
ST01715,Esso Warsaw,Esso,157 Spring Ave,Warsaw,Poland,LPG,0.7
ST01018,Lukoil Ventspils,Lukoil,93 Church Rd,Ventspils,Latvia,Gasoline 95,1.722
ST07355,Statoil Vitoria,Statoil,29 Greenfield Blvd,Vitoria,Spain,Gasoline 95,1.791
ST03002,Jet Nuremberg,Jet,182 Woodland Rd,Nuremberg,Germany,Diesel,1.76
ST00942,BP Jelgava,BP,129 Lake Dr,Jelgava,Latvia,Gasoline 95,1.676
ST10962,Esso Almada,Esso,190 Spring Pl,Almada,Portugal,Gasoline 98,1.79
ST05963,Jet Lyon,Jet,163 Cross St,Lyon,France,Diesel,1.681
ST08364,Q8 Linz,Q8,98 South Pl,Linz,Austria,Diesel,1.615
ST10890,Rimi Coimbra,Rimi,165 Hillside Ave,Coimbra,Portugal,Diesel,1.687
ST06478,Rimi Toulon,Rimi,92 Maple Blvd,Toulon,France,LPG,0.843
ST06211,Viada Bordeaux,Viada,159 Clifton Blvd,Bordeaux,France,LPG,0.795
ST06813,Circle K Seville,Circle K,98 Windsor Ln,Seville,Spain,Gasoline 98,1.941
ST07535,Esso Milan,Esso,115 South Dr,Milan,Italy,Diesel,1.739
ST01009,Agip Jurmala,Agip,107 Riverside Dr,Jurmala,Latvia,Gasoline 95,1.629
ST07696,Q8 Genoa,Q8,52 Lakeview Rd,Genoa,Italy,Diesel,1.668
ST07352,Agip Vitoria,Agip,116 Lakeview Pl,Vitoria,Spain,LPG,0.684
ST01259,Orlen Cesis,Orlen,112 Woodland Dr,Cesis,Latvia,Gasoline 98,1.743
ST02831,BP Essen,BP,135 Grove Ave,Essen,Germany,Gasoline 98,1.892
ST06370,Eni Reims,Eni,129 Park Ave,Reims,France,LPG,0.731
ST02751,BP Leipzig,BP,10 Bridge Rd,Leipzig,Germany,Gasoline 95,1.844
ST02406,Astarta Gliwice,Astarta,59 Windsor Way,Gliwice,Poland,Gasoline 95,1.558
ST01263,Shell Cesis,Shell,38 Grove St,Cesis,Latvia,LPG,0.721
ST06895,Neste Malaga,Neste,175 West Dr,Malaga,Spain,Gasoline 98,1.845
ST10877,Neste Coimbra,Neste,158 Mill Dr,Coimbra,Portugal,Gasoline 95,1.661
ST03978,Tamoil Vasteras,Tamoil,130 Pine Blvd,Vasteras,Sweden,Gasoline 98,1.96
ST07984,St1 Messina,St1,6 Station Dr,Messina,Italy,Gasoline 98,1.829
ST05910,Teboil Paris,Teboil,39 Church Blvd,Paris,France,LPG,0.774
ST00176,Teboil Panevezys,Teboil,91 Cedar Way,Panevezys,Lithuania,LPG,0.806
ST06389,Orlen Le Havre,Orlen,115 Meadow St,Le Havre,France,Gasoline 98,2.021
ST06855,Orlen Zaragoza,Orlen,14 Grove Blvd,Zaragoza,Spain,Gasoline 95,1.682
ST04026,Statoil Orebro,Statoil,110 Park Dr,Orebro,Sweden,Diesel,1.67
ST04293,Eni Gavle,Eni,45 Valley Blvd,Gavle,Sweden,Diesel,1.809
ST00767,Orlen Rokiskis,Orlen,141 River Pl,Rokiskis,Lithuania,Gasoline 95,1.639
ST06301,Neste Rennes,Neste,25 Maple St,Rennes,France,Gasoline 95,1.831
ST05066,St1 Antwerp,St1,27 Greenfield St,Antwerp,Belgium,Gasoline 98,1.841
ST05161,Tamoil Charleroi,Tamoil,159 Grove Way,Charleroi,Belgium,Diesel,1.634
ST09968,Orlen Trondheim,Orlen,70 Spring Ave,Trondheim,Norway,Gasoline 95,1.881
ST03677,Lukoil Joensuu,Lukoil,37 Cross Way,Joensuu,Finland,Gasoline 95,1.843
ST08337,Aral Graz,Aral,99 Woodland Rd,Graz,Austria,LPG,0.743
ST04479,Neste The Hague,Neste,43 Pine Way,The Hague,Netherlands,Diesel,1.616
ST06542,Neste Dijon,Neste,193 Maple Way,Dijon,France,LPG,0.829
ST07443,BP Oviedo,BP,170 Church Ln,Oviedo,Spain,LPG,0.681
ST09215,Tamoil Iasi,Tamoil,153 Sunset Ln,Iasi,Romania,Gasoline 95,1.6
ST04596,Statoil Eindhoven,Statoil,100 Greenfield Pl,Eindhoven,Netherlands,Gasoline 95,1.805
ST03191,Esso Bielefeld,Esso,59 Mill St,Bielefeld,Germany,Gasoline 98,1.866
ST02683,Eni Stuttgart,Eni,178 Fairview Blvd,Stuttgart,Germany,LPG,0.855
ST07841,Viada Catania,Viada,131 Valley Blvd,Catania,Italy,Diesel,1.692
ST00712,Eni Druskininkai,Eni,158 North Blvd,Druskininkai,Lithuania,Diesel,1.505
ST04623,St1 Tilburg,St1,118 Lake Dr,Tilburg,Netherlands,Gasoline 95,1.865
ST05218,Orlen Bruges,Orlen,93 Cross Ave,Bruges,Belgium,Gasoline 98,1.96
ST02483,Shell Berlin,Shell,169 Elm Ln,Berlin,Germany,Gasoline 95,1.735
ST06688,Circle K Madrid,Circle K,189 Brookside Ave,Madrid,Spain,Gasoline 95,1.757
ST08816,Jet Pecs,Jet,197 Garden Rd,Pecs,Hungary,LPG,0.735
ST05109,Q8 Ghent,Q8,37 Market St,Ghent,Belgium,Gasoline 98,1.981
ST03765,Rimi Vaasa,Rimi,176 Cedar Dr,Vaasa,Finland,LPG,0.879
ST06567,Aral Dijon,Aral,117 Mill Pl,Dijon,France,Diesel,1.66
ST00493,Eni Taurage,Eni,79 River Ave,Taurage,Lithuania,Gasoline 98,1.764
ST00831,Total Riga,Total,2 Lakeview Blvd,Riga,Latvia,Gasoline 98,1.905
ST01743,Orlen Krakow,Orlen,69 Hill Ln,Krakow,Poland,Gasoline 98,1.775
ST08198,Neste Prato,Neste,34 Windsor Rd,Prato,Italy,Gasoline 98,1.941
ST00014,Shell Vilnius,Shell,131 Riverside Ave,Vilnius,Lithuania,Diesel,1.528
ST01852,Astarta Poznan,Astarta,45 North Rd,Poznan,Poland,Gasoline 98,1.76
ST08980,Total Szekesfehervar,Total,180 River Rd,Szekesfehervar,Hungary,Gasoline 95,1.61
ST01879,Statoil Poznan,Statoil,37 Fairview Blvd,Poznan,Poland,Diesel,1.466
ST04754,Jet Breda,Jet,165 Spring Rd,Breda,Netherlands,Diesel,1.72
ST02590,Viada Cologne,Viada,196 Valley Ave,Cologne,Germany,LPG,0.719
ST03194,Rimi Bielefeld,Rimi,119 Hillside Pl,Bielefeld,Germany,Gasoline 95,1.714
ST00443,St1 Telsiai,St1,44 Bridge Rd,Telsiai,Lithuania,Gasoline 95,1.702
ST05764,Viada Hradec Kralove,Viada,24 Forest Rd,Hradec Kralove,Czech Republic,Diesel,1.507
ST04348,Agip Boras,Agip,36 Central Pl,Boras,Sweden,Gasoline 98,1.905
ST05222,BP Bruges,BP,134 Windsor Dr,Bruges,Belgium,Diesel,1.714
ST08889,St1 Nyiregyhaza,St1,6 Market Pl,Nyiregyhaza,Hungary,Gasoline 98,1.711
ST00570,Shell Plunge,Shell,72 Hill Blvd,Plunge,Lithuania,LPG,0.654
ST09346,Aral Brasov,Aral,19 Maple Way,Brasov,Romania,LPG,0.67
ST03249,Statoil Mannheim,Statoil,169 Sunset Ave,Mannheim,Germany,Diesel,1.634
ST08537,Viada Wels,Viada,122 Cedar Ave,Wels,Austria,Diesel,1.647
ST09603,Orlen Aalborg,Orlen,118 Spring Way,Aalborg,Denmark,LPG,0.836
ST06527,Tamoil Grenoble,Tamoil,186 Forest Ave,Grenoble,France,Gasoline 98,1.882
ST05636,Total Pilsen,Total,132 Riverside Ln,Pilsen,Czech Republic,Gasoline 95,1.593
ST10731,St1 Porto,St1,193 River Blvd,Porto,Portugal,LPG,0.761
ST03416,Total Oulu,Total,141 Cross St,Oulu,Finland,Gasoline 98,2.038
ST04604,Neste Tilburg,Neste,134 West Pl,Tilburg,Netherlands,Diesel,1.658
ST05774,Shell Hradec Kralove,Shell,31 Maple St,Hradec Kralove,Czech Republic,Gasoline 95,1.669
ST00397,Shell Kedainiai,Shell,147 Lake Blvd,Kedainiai,Lithuania,Gasoline 98,1.71
ST00941,Shell Jelgava,Shell,94 Elm Way,Jelgava,Latvia,LPG,0.667
ST02371,Esso Rzeszow,Esso,41 Oak Dr,Rzeszow,Poland,Gasoline 95,1.538
ST02454,St1 Zabrze,St1,26 Pine St,Zabrze,Poland,Diesel,1.456
ST02326,Circle K Kielce,Circle K,102 Maple Rd,Kielce,Poland,Gasoline 95,1.652
ST02063,Teboil Katowice,Teboil,184 Woodland Way,Katowice,Poland,Gasoline 95,1.594
ST00807,Neste Riga,Neste,68 Forest Pl,Riga,Latvia,Gasoline 98,1.904
ST07400,Shell Elche,Shell,105 Maple Ave,Elche,Spain,Diesel,1.712
ST08898,Eni Nyiregyhaza,Eni,115 Elm Rd,Nyiregyhaza,Hungary,Diesel,1.556
ST09854,Neste Roskilde,Neste,61 Arlington Pl,Roskilde,Denmark,LPG,0.766
ST00963,Jet Jelgava,Jet,61 Arlington Pl,Jelgava,Latvia,Gasoline 98,1.794
ST08249,Rimi Modena,Rimi,134 Cedar St,Modena,Italy,LPG,0.853
ST05209,Statoil Liege,Statoil,186 Forest Blvd,Liege,Belgium,Diesel,1.718
ST05325,Aral Leuven,Aral,86 Greenfield St,Leuven,Belgium,Gasoline 95,1.789
ST05528,Neste Brno,Neste,175 Fairview Blvd,Brno,Czech Republic,LPG,0.808
ST09253,Total Constanta,Total,170 Hillside Blvd,Constanta,Romania,Gasoline 95,1.502
ST04532,BP Utrecht,BP,180 Fairview Ave,Utrecht,Netherlands,Diesel,1.654
ST06685,Agip Villeurbanne,Agip,58 Spring Way,Villeurbanne,France,Gasoline 98,1.983
ST03573,Rimi Kuopio,Rimi,118 Grove Pl,Kuopio,Finland,Diesel,1.683
ST08237,Neste Modena,Neste,77 Park Dr,Modena,Italy,Gasoline 98,1.844
ST01620,Orlen Sillamae,Orlen,176 Lakeview Ln,Sillamae,Estonia,LPG,0.753
ST00496,Tamoil Taurage,Tamoil,187 Hill Blvd,Taurage,Lithuania,Gasoline 98,1.816
ST07772,BP Florence,BP,115 Park St,Florence,Italy,LPG,0.853
ST09289,Total Craiova,Total,94 Cross Ln,Craiova,Romania,LPG,0.772
ST10861,Total Setubal,Total,66 Garden Rd,Setubal,Portugal,LPG,0.753
ST01855,Shell Poznan,Shell,85 Elm Ln,Poznan,Poland,LPG,0.791
ST04385,Jet Sodertaije,Jet,142 Spring Pl,Sodertaije,Sweden,LPG,0.784
ST03039,Tamoil Duisburg,Tamoil,79 Market St,Duisburg,Germany,Diesel,1.777
ST01946,Total Szczecin,Total,116 Fairview Rd,Szczecin,Poland,Diesel,1.618
ST04754,Jet Breda,Jet,165 Spring Rd,Breda,Netherlands,Gasoline 95,1.822
ST09084,Rimi Bucharest,Rimi,172 Woodland Rd,Bucharest,Romania,LPG,0.614
ST09289,Total Craiova,Total,94 Cross Ln,Craiova,Romania,Diesel,1.581
ST06573,Circle K Angers,Circle K,93 Grove Ave,Angers,France,Gasoline 95,1.751
ST06969,Viada Palma,Viada,124 River Dr,Palma,Spain,Gasoline 98,1.909
ST02387,Agip Rzeszow,Agip,37 River Ln,Rzeszow,Poland,LPG,0.668
ST08449,Aral Innsbruck,Aral,71 Arlington Ave,Innsbruck,Austria,Gasoline 95,1.722
ST02635,Shell Frankfurt,Shell,158 South Ln,Frankfurt,Germany,Gasoline 95,1.812
ST05754,Aral Ceske Budejovice,Aral,101 Meadow Ave,Ceske Budejovice,Czech Republic,Gasoline 98,1.748
ST01309,St1 Tallinn,St1,37 Lakeview Way,Tallinn,Estonia,Gasoline 98,1.895
ST09216,Tamoil Iasi,Tamoil,168 Lake Rd,Iasi,Romania,Diesel,1.474
ST05760,Circle K Hradec Kralove,Circle K,152 Park Ave,Hradec Kralove,Czech Republic,Diesel,1.516
ST06564,Tamoil Dijon,Tamoil,37 West Ln,Dijon,France,Diesel,1.736
ST05143,BP Charleroi,BP,89 Spring Ave,Charleroi,Belgium,Gasoline 95,1.788
ST09461,Tamoil Oradea,Tamoil,176 Valley Ln,Oradea,Romania,Gasoline 95,1.636
ST07015,Circle K Las Palmas,Circle K,158 Highland Dr,Las Palmas,Spain,Diesel,1.638
ST08875,Astarta Nyiregyhaza,Astarta,164 Oak Pl,Nyiregyhaza,Hungary,LPG,0.646
ST05289,Statoil Namur,Statoil,10 Cross Ln,Namur,Belgium,Gasoline 98,1.844
ST00897,Shell Liepaja,Shell,20 Oak Pl,Liepaja,Latvia,LPG,0.79
ST05780,Esso Hradec Kralove,Esso,148 Oak Rd,Hradec Kralove,Czech Republic,Gasoline 98,1.769
ST10421,Teboil Bern,Teboil,80 Highland St,Bern,Switzerland,Gasoline 95,1.917
ST03149,Esso Bonn,Esso,153 Bridge Ln,Bonn,Germany,Gasoline 98,1.948
ST01072,St1 Rezekne,St1,146 Central Dr,Rezekne,Latvia,Gasoline 98,1.85
ST10184,Q8 Sandnes,Q8,195 East Blvd,Sandnes,Norway,Gasoline 95,1.987
ST08950,Statoil Kecskemet,Statoil,10 Hill Way,Kecskemet,Hungary,Diesel,1.589
ST03177,Viada Bielefeld,Viada,186 Park Rd,Bielefeld,Germany,Diesel,1.666
ST00815,Shell Riga,Shell,46 Lakeview St,Riga,Latvia,Gasoline 95,1.761
ST04652,Shell Groningen,Shell,109 Park Rd,Groningen,Netherlands,Diesel,1.758
ST04174,Total Norrkoping,Total,172 River St,Norrkoping,Sweden,LPG,0.845
ST01406,Aral Narva,Aral,81 East Pl,Narva,Estonia,LPG,0.678
ST09656,Rimi Esbjerg,Rimi,160 Riverside Pl,Esbjerg,Denmark,Gasoline 98,2.012
ST06332,Tamoil Rennes,Tamoil,198 Sunset Ln,Rennes,France,Gasoline 98,1.994
ST08728,Teboil Debrecen,Teboil,150 Brookside Blvd,Debrecen,Hungary,Gasoline 95,1.696
ST06409,Jet Le Havre,Jet,32 Lake Ave,Le Havre,France,Gasoline 98,1.931
ST03367,Orlen Vantaa,Orlen,2 Main Way,Vantaa,Finland,Gasoline 95,1.809
ST01810,Viada Wroclaw,Viada,50 Windsor Rd,Wroclaw,Poland,Gasoline 98,1.822
ST07217,Rimi Vigo,Rimi,21 Lake Ln,Vigo,Spain,Gasoline 98,1.818
ST08245,Esso Modena,Esso,142 Highland Pl,Modena,Italy,Gasoline 95,1.779
ST10775,Q8 Braga,Q8,161 River Ave,Braga,Portugal,Diesel,1.676
ST02912,Shell Dresden,Shell,184 Arlington St,Dresden,Germany,LPG,0.749
ST09825,Shell Vejle,Shell,89 South St,Vejle,Denmark,Diesel,1.69
ST01033,St1 Ventspils,St1,34 Woodland Blvd,Ventspils,Latvia,Gasoline 95,1.667
ST01143,Shell Jekabpils,Shell,52 Church Ln,Jekabpils,Latvia,LPG,0.652
ST03875,Neste Malmo,Neste,195 Cross Ave,Malmo,Sweden,Gasoline 95,1.839
ST04560,Circle K Eindhoven,Circle K,152 Pine Blvd,Eindhoven,Netherlands,Gasoline 98,1.928
ST09197,Astarta Iasi,Astarta,141 River Pl,Iasi,Romania,Gasoline 95,1.639
ST10374,Rimi Basel,Rimi,64 East St,Basel,Switzerland,Gasoline 95,1.956
ST07444,BP Oviedo,BP,19 Cedar Ave,Oviedo,Spain,Gasoline 95,1.811
